MOO FairGrad  Max Epoch 15
Epoch  11  Train Loss 7.9750 89.51% Dev 0.5457185506820679 Test 0.5364248156547546
Epoch  12  Train Loss 9.1362 90.06% Dev 0.5555893182754517 Test 0.5504463911056519
Epoch  13  Train Loss 10.1816 90.44% Dev 0.5587434768676758 Test 0.5523051619529724
Epoch  14  Train Loss 11.2635 90.80% Dev 0.5621447563171387 Test 0.556221604347229
Epoch  15  Train Loss 12.7490 91.19% Dev 0.565354585647583 Test 0.5633147358894348
BEST DEV 2: 0.565354585647583BEST TEST 2: 0.5633147358894348
Epoch   1  Train Loss 6.2572 82.11% Dev 0.39476242661476135 Test 0.39510461688041687
Epoch   2  Train Loss 4.8987 77.02% Dev 0.44330957531929016 Test 0.4405955970287323
Epoch   3  Train Loss 5.5559 80.08% Dev 0.4571356475353241 Test 0.45749974250793457
Epoch   4  Train Loss 6.1151 81.89% Dev 0.4741211533546448 Test 0.4752556383609772
Epoch   5  Train Loss 6.8476 83.32% Dev 0.49371904134750366 Test 0.49174198508262634
Epoch   6  Train Loss 7.5199 84.36% Dev 0.4966070353984833 Test 0.49692457914352417
Epoch   7  Train Loss 8.2498 85.15% Dev 0.5075122117996216 Test 0.5072689056396484
Epoch   8  Train Loss 9.2124 86.05% Dev 0.5192679166793823 Test 0.5207129120826721
Epoch   9  Train Loss 10.2691 86.57% Dev 0.5250770449638367 Test 0.5235618948936462
Epoch  10  Train Loss 11.5861 87.22% Dev 0.5359902381896973 Test 0.5364252924919128
Epoch  11  Train Loss 12.1445 87.62% Dev 0.5432630181312561 Test 0.5447806715965271
Epoch  12  Train Loss 13.1404 88.01% Dev 0.5446385741233826 Test 0.5475239157676697
Epoch  13  Train Loss 13.6705 88.44% Dev 0.5474876165390015 Test 0.5493451952934265
Epoch  14  Train Loss 14.4392 89.20% Dev 0.5623228549957275 Test 0.5600348711013794
Epoch  15  Train Loss 15.7536 89.72% Dev 0.5670650601387024 Test 0.5671114921569824
BEST DEV 3: 0.5670650601387024BEST TEST 3: 0.5671114921569824
Epoch   1  Train Loss 12.4599 85.71% Dev 0.5225681066513062 Test 0.530042827129364
Epoch   6  Train Loss 44.5335 85.66% Dev 0.5238602161407471 Test 0.5322023630142212
Epoch   7  Train Loss 47.2180 86.36% Dev 0.5325382947921753 Test 0.5403527021408081
Epoch   8  Train Loss 50.0134 86.99% Dev 0.539598822593689 Test 0.5455806851387024
Epoch   9  Train Loss 52.3639 87.35% Dev 0.5400474071502686 Test 0.5468189716339111
Epoch  10  Train Loss 56.7402 87.71% Dev 0.5475960373878479 Test 0.5520573258399963
Epoch  11  Train Loss 58.4829 88.03% Dev 0.5499475002288818 Test 0.555475115776062
Epoch  12  Train Loss 61.9156 88.20% Dev 0.5509442687034607 Test 0.5552167296409607
Epoch  13  Train Loss 63.1502 88.52% Dev 0.5554738640785217 Test 0.5606356859207153
Epoch  15  Train Loss 67.5211 88.82% Dev 0.5581527948379517 Test 0.5653397440910339
BEST DEV 4: 0.5581527948379517BEST TEST 4: 0.5653397440910339
